Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	20537	21133
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4613	6801
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10143	10143
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	3142	3204
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3799	3799
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	16238	22876
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	21230	24521
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	821	821
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	3395	3874
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	9123	16759
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	11219	20479
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4126	6554
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	4350	4550
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	7745	9740
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	10816	13732
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	20823	22510
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	505	505
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1861	1927
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3671	3671
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	3759	5120
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	8458	8853
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	816	816
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2205	2905
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	4398	4524
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1142	1170
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2437	2437
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	97	97
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	28502	41218
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	36779	47330
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	6560	6872
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	7706	7706
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	25114	38992
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	45649	60462
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	7705	10646
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	7831	7831
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	22132	22132
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	15588	15588
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	21070	26480
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	33040	39085
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1050	1050
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	3729	3806
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	6625	6625
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	317	317
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	7180	8421
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	16580	16580
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	1564	1564
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4527	5134
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7472	7472
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2336	2533
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	4449	4449
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	12228	22021
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	17921	24158
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4142	4179
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	5547	5547
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	12994	23138
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	23380	23380
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	3935	6068
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	1390	1390
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	14260	20545
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	10431	14062
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	21041	23357
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	828	828
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Female-only (including Supernumerary)	1300	1300
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1963	2010
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	4955	5425
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	9610	9610
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2792	2917
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	4366	4366
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1349	1401
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	27135	44568
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	35572	48452
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	7506	8740
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	9003	9003
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	27518	39543
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	30929	52625
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	7886	8542
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	12817	13786
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	13146	43332
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	22446	22446
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	23675	29205
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	29540	45324
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1217	1217
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	4122	4308
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	6450	6450
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	335	335
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	8453	9710
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	18156	18267
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	1586	1586
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5116	5569
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7682	8005
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2013	2027
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3607	3607
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	68146	79551
